Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
62929,33000000,"polish,jewish",Chennai,Near Business Hub,20-07-2011,81.2,Not Specific,81.6,0,1,1,1,1,2,Bar,90's,3,0,2,6,5,4,7,10,4,NA,4,NA,6,8,6,0,6
62930,63000000,"tibetan,greek",Bangalore,Near Party Hub,29-09-2007,84.16,Not Specific,80.4,1,1,1,1,1,2,Bar,Parsi,2,1,2,5,4,4,8,6,3,2,NA,NA,4,6,5,8,4
62931,30000000,"tibetan,greek",Hyderabad,Near Business Hub,27-01-2011,92.3,Not Specific,93.9,0,1,1,1,1,2,Bar,90's,3,1,10,4,5,6,5,10,4,NA,NA,NA,9,10,4,0,8
62932,30000000,"algerian,belgian",Greater Noida,Near Business Hub,06-02-2013,80,Tier A Celebrity,81,1,1,0,0,1,2,Bar,Greek,4,0,8,3,4,3,6,7,4,2,NA,NA,6,6,4,8,9
62933,30000000,"welsh,thai",Thiruvananthapuram,Near Party Hub,04-05-2011,81.5,Not Specific,77.5,1,1,1,1,1,2,Bar,Arabian,3,0,8,5,5,6,8,9,5,NA,NA,NA,4,7,4,1,7
62934,32500000,"tibetan,greek",-1,Near Party Hub,17-04-2009,93.8,Tier A Celebrity,76,1,1,0,0,1,1,Bar,Greek,3,1,4,6,4,6,10,7,4,2,NA,NA,10,10,8,3,7
62935,33000000,"chinese,salvadorian",Hyderabad,Near Party Hub,27-10-2011,88,Not Specific,90,1,1,1,0,1,2,Bar,Greek,2,1,10,5,4,5,7,10,NA,3,2,NA,7,7,6,0,9
62936,30000000,"tibetan,italian",pune,Near Business Hub,22-08-2012,93,Not Specific,88.2,0,1,0,1,1,2,Bar,Greek,5,0,3,5,5,5,8,6,3,1,NA,NA,7,7,4,3,9
62937,45000000,"tibetan,greek",Kolkata,Near Business Hub,18-09-2008,93.67,Tier A Celebrity,72.6,1,1,1,1,1,2,Bar,Arabian,3,1,4,4,5,4,8,9,5,NA,NA,NA,8,8,2,4,5
62938,25000000,"algerian,korean",Nellore,Near Party Hub,27-03-2008,63,Not Specific,52.7,1,1,1,1,1,2,Bar,Arabian,1,0,2,3,3,3,8,6,2,NA,NA,NA,1,1,2,6,2
62939,18000000,"hawaiian,latvian",New Delhi,Near Party Hub,11-03-2010,75.16,Not Specific,82.03,1,1,1,1,1,2,Bar,Greek,4,0,8,3,5,4,6,7,NA,2,NA,NA,10,6,8,3,9
62940,7000000,"chinese,salvadorian",Bhubaneswar,Near Business Hub,04-10-2010,81,Tier A Celebrity,53,1,1,1,1,1,2,Bar,Arabian,2,0,6,6,6,4,8,10,3,NA,4,NA,6,8,7,5,6
62941,35000000,"irish,belgian",Pune,Near Business Hub,05-11-2011,90,Tier A Celebrity,87,1,1,1,1,0,2,Bar,Arabian,3,0,8,5,5,4,7,9,3,NA,5,NA,8,6,7,2,4
62942,12000000,"chinese,salvadorian",Bangalore,Near Party Hub,28-04-2012,75,Not Specific,60.4,0,1,0,1,1,2,Bar,Chinese,3,1,9,3,4,5,5,8,NA,3,NA,NA,5,3,3,3,6
62943,30000000,"tibetan,greek",Chennai,Near Business Hub,10-12-2010,72.45,Not Specific,73.63,1,1,1,1,0,2,Bar,Greek,2,1,1,6,4,3,7,NA,4,NA,NA,NA,5,7,5,4,6
62944,21000000,"peruvian,cuban",Noida,Near Party Hub,23-04-2009,71,Not Specific,61,1,1,1,1,1,2,Bar,Nature,3,0,9,4,4,4,7,10,NA,NA,NA,4,9,9,7,5,9
62945,32500000,"tibetan,greek",Mysore,Near Party Hub,22-12-2008,76.2,Tier A Celebrity,67.6,1,1,0,1,1,2,Bar,Arabian,2,0,1,4,5,3,5,NA,NA,NA,NA,NA,9,9,5,2,7
62946,32500000,"tibetan,italian",Chennai,Near Business Hub,08-12-2011,85.6,Not Specific,87.8,1,1,1,1,1,2,Bar,Arabian,3,1,4,5,6,4,5,8,4,NA,NA,NA,9,9,7,1,7
62947,47000000,"polish,jewish",NOIDA,Near Business Hub,21-03-2007,87,Not Specific,80,0,1,1,1,0,2,Bar,90's,3,1,5,5,4,5,10,9,5,NA,NA,NA,4,6,1,5,7
62948,22000000,"british,japanese",Bangalore,Near Party Hub,15-08-2006,74.5,Not Specific,75.1,1,0,1,1,1,2,Caffee,Arabian,4,1,4,4,4,3,5,8,4,NA,NA,NA,9,4,6,5,7
62949,15000000,"welsh,thai",New Delhi,Near Party Hub,11-07-2007,77.8,Not Specific,61,1,1,1,0,0,2,Bar,90's,1,1,5,5,6,4,10,8,3,NA,NA,NA,6,8,3,3,7
62950,30500000,"tibetan,greek",Hyderabad,Near Business Hub,06-02-2012,89,Not Specific,90.6,1,1,1,1,1,2,Bar,Arabian,3,0,1,3,5,6,9,10,5,NA,4,NA,,6,5,0,8
62951,36500000,"tibetan,greek",Bangalore,Near Party Hub,11-08-2009,85.62,Not Specific,81,1,1,0,1,1,2,Bar,Greek,4,0,4,4,6,6,9,8,NA,3,NA,NA,8,7,7,2,8
62952,32500000,"tibetan,italian",Pune,Near Party Hub,07-01-2011,93.8,Tier A Celebrity,90.4,1,1,1,1,1,1,Bar,Greek,3,1,1,5,6,5,10,6,4,4,NA,NA,7,5,1,2,8
62953,77000000,"algerian,belgian",Noida,Near Party Hub,08-11-2009,79.6,Tier A Celebrity,87.6,0,1,1,1,1,2,Bar,Arabian,3,0,3,5,6,9,9,9,6,NA,NA,NA,4,6,4,4,6
62954,20000000,"british,japanese",Kolkata,Near Party Hub,30-11-2007,61,Tier A Celebrity,61.8,1,1,1,0,1,2,Bar,90's,2,0,6,3,5,4,5,10,4,NA,NA,NA,8,8,2,1,7
62955,30000000,"indian,irish",HYDERABAD,Near Business Hub,29-05-2012,91,Not Specific,90,1,1,1,1,1,2,Bar,Arabian,3,1,4,6,4,4,9,10,4,NA,4,NA,8,7,7,3,8
62956,18000000,"swedish,greek",Navi Mumbai,Near Party Hub,11-01-2012,73.4,Not Specific,65.8,1,1,1,1,1,2,Bar,90's,2,0,1,4,5,6,8,7,3,NA,3,NA,4,7,3,1,4
62957,35500000,"algerian,belgian",Bangalore,Near Party Hub,25-04-2010,86.85,Not Specific,87.17,1,1,1,1,1,2,Bar,Greek,2,1,8,5,5,5,5,8,NA,3,NA,NA,7,8,5,1,7
62958,27500000,"turkish,nigerian",New Delhi,Near Party Hub,01-01-2011,87,Tier A Celebrity,68,0,1,1,1,1,2,Bar,Greek,2,0,5,4,5,7,10,7,3,2,NA,NA,10,3,2,1,9
62959,40000000,"tibetan,greek",Bangalore,Near Business Hub,11-11-2011,72,Tier A Celebrity,68.5,1,1,1,1,1,2,Bar,Arabian,3,0,10,5,5,4,7,10,4,NA,NA,NA,9,8,6,3,7
62960,24000000,"tibetan,greek",Pune,Near Party Hub,06-07-2010,71,Not Specific,70.8,1,1,1,1,1,2,Bar,Arabian,3,0,1,3,4,5,5,9,4,NA,5,NA,7,9,9,4,8
62961,42000000,"tibetan,greek",Hyderabad,Near Business Hub,08-03-2010,88,Not Specific,89,1,1,0,1,1,2,Bar,90's,3,1,6,5,4,3,6,10,4,NA,NA,NA,8,10,6,2,7
62962,53500000,"japanese,thai",Greater Noida,Near Party Hub,21-08-2008,77.4,Not Specific,80,1,1,1,1,1,2,Bar,Nature,3,0,9,3,5,5,5,10,NA,NA,NA,4,6,7,7,5,7
62963,32500000,"tibetan,greek",Chandigarh,Near Business Hub,10-09-2011,91.3,Tier A Celebrity,85,1,1,1,1,1,2,Bar,90's,4,0,3,5,4,5,6,9,4,NA,4,NA,8,9,5,2,9
62964,43000000,"tibetan,greek",Hyderabad,Near Party Hub,15-05-2011,83,Not Specific,82,1,1,1,1,0,2,Bar,Arabian,3,1,10,4,4,4,5,NA,NA,NA,NA,NA,5,6,5,6,6
62965,6000000,"algerian,belgian",Bangalore,Near Party Hub,12-05-2010,93.28,Not Specific,77.5,1,1,1,1,1,2,Bar,Greek,3,0,8,4,4,4,8,9,4,NA,NA,NA,8,8,4,0,7
62966,18000000,"cuban,british",-1,Near Party Hub,22-11-2011,76,Tier A Celebrity,71,0,1,1,1,1,2,Bar,90's,2,0,4,5,5,4,7,8,3,NA,3,NA,4,5,2,4,4
62967,19000000,"turkish,sapnish",New Delhi,Near Business Hub,25-08-2008,74.6,Tier A Celebrity,68.6,1,1,1,1,1,2,Bar,Arabian,3,0,4,3,4,5,6,10,4,NA,NA,NA,7,6,4,6,6
62968,8000000,"peruvian,cuban",Hyderabad,Near Party Hub,25-05-2006,75.83,Tier A Celebrity,62,1,1,1,1,1,2,Bar,Arabian,3,0,4,4,3,4,10,10,4,NA,NA,NA,6,7,5,2,7
62969,32500000,"swedish,greek",Hyderabad,Near Party Hub,27-07-2011,91.8,Not Specific,89,1,1,1,1,1,2,Bar,Arabian,2,0,3,6,5,5,9,10,3,NA,4,NA,8,10,5,6,9
62970,32500000,"algerian,belgian",Bangalore,Near Party Hub,13-06-2011,79,Not Specific,90,1,1,1,1,1,2,Bar,Greek,3,0,7,6,5,5,8,NA,4,NA,1,NA,3,5,4,2,7
62971,80000000,"irish,belgian",Dubai,Near Party Hub,17-03-2009,83.4,Tier A Celebrity,70,1,1,1,1,0,2,Bar,Arabian,3,1,9,6,5,5,5,9,5,NA,5,NA,7,8,4,3,8
62972,32500000,"tibetan,greek",Pune,Near Party Hub,02-07-2011,74.8,Tier A Celebrity,65.5,1,1,1,1,1,2,Bar,90's,2,0,2,5,5,4,10,7,4,NA,3,NA,6,7,6,7,8
62973,12000000,"turkish,nigerian",Noida,Near Party Hub,12-08-2008,58.33,Not Specific,73.33,1,1,1,1,1,2,Bar,Arabian,3,0,8,3,3,5,10,10,3,NA,4,NA,8,8,5,3,8
62974,24000000,"algerian,algerian",Hyderabad,Near Party Hub,09-07-2008,78.3,Not Specific,63.8,1,1,1,0,1,2,Caffee,Arabian,3,1,3,4,3,3,9,7,3,NA,NA,NA,4,6,5,4,6
62975,30000000,"tibetan,italian",Hyderabad,Near Business Hub,19-09-2011,83.4,Tier A Celebrity,80.3,1,1,1,0,0,2,Bar,Greek,3,0,4,7,5,4,9,8,NA,3,NA,NA,7,7,6,2,8
62976,16000000,"welsh,thai",New Delhi,Near Party Hub,10-08-2010,70,Tier A Celebrity,60,0,1,1,1,1,2,Caffee,Arabian,3,0,8,4,3,4,8,10,4,NA,NA,NA,10,10,3,0,7
62977,37000000,"turkish,nigerian",Noida,Near Party Hub,31-05-2009,58,Not Specific,66.4,1,1,1,1,1,2,Bar,Greek,2,0,7,3,4,5,5,NA,3,NA,NA,NA,8,8,4,2,8
62978,18000000,"peruvian,cuban",Noida,Near Party Hub,30-05-2010,50,Not Specific,62.23,1,1,1,1,1,2,Bar,Arabian,2,0,3,4,4,4,9,6,3,NA,2,NA,10,8,6,5,8
62979,24000000,"welsh,thai",Faridabad,Near Party Hub,18-08-2011,80.33,Tier A Celebrity,66.2,0,1,1,1,1,2,Bar,90's,2,0,9,3,5,5,9,7,4,NA,3,NA,7,8,6,4,7
62980,42500000,"british,japanese",Pune,Near Party Hub,24-09-2009,72.8,Not Specific,61.33,1,0,0,0,1,2,Caffee,Arabian,3,1,5,4,4,4,8,9,5,NA,5,NA,9,9,6,2,9
62981,10000000,"british,belgian",Hyderabad,Near Party Hub,19-08-2009,64.33,Not Specific,52.9,1,1,1,0,1,2,Bar,Greek,2,1,5,4,3,3,10,7,NA,2,NA,NA,6,6,3,6,6
62982,31500000,"tibetan,italian",Noida,Near Party Hub,24-06-2010,82,Not Specific,78,1,1,0,0,1,2,Bar,Greek,2,1,8,7,4,4,7,10,NA,1,NA,NA,6,6,5,4,6
62983,40500000,"tibetan,greek",Bangalore,Near Party Hub,11-09-2009,91,Tier A Celebrity,90.4,1,1,1,1,1,2,Bar,90's,3,0,2,4,4,6,5,10,4,NA,NA,NA,5,5,4,3,5
62984,50000000,"tibetan,italian",Gurgaon,Near Party Hub,01-05-2010,95.2,Tier A Celebrity,91.4,0,1,1,1,1,1,Bar,Chinese,5,0,7,7,5,8,5,9,4,4,NA,NA,7,7,5,3,7
62985,12000000,"cuban,british",Hyderabad,Near Party Hub,10-02-2011,68.33,Not Specific,82.4,1,1,0,1,1,2,Bar,Greek,2,1,10,5,5,4,8,10,2,3,NA,NA,8,8,3,5,7
62986,34500000,"tibetan,greek",Pune,Near Party Hub,15-11-2008,74.8,Tier A Celebrity,75.4,1,1,0,1,1,2,Bar,Greek,2,0,3,6,4,5,10,10,NA,3,NA,NA,4,6,4,5,6
62987,17500000,"japanese,thai",Hyderabad,Near Party Hub,27-08-2009,88.5,Not Specific,94.7,1,1,1,1,0,2,Bar,Greek,3,1,3,4,5,6,9,8,3,3,NA,NA,8,9,8,0,5
62988,40000000,"tibetan,greek",-1,Near Party Hub,14-04-2011,67.1,Tier A Celebrity,57.2,1,1,1,1,0,2,Bar,Greek,3,0,3,5,6,5,7,NA,5,NA,4,NA,6,7,6,5,4
62989,45000000,"polish,jewish",Trivandrum,Near Party Hub,23-01-2008,88.53,Not Specific,83.88,1,1,1,0,1,2,Bar,Parsi,3,0,2,5,5,5,7,9,NA,4,NA,NA,4,5,2,4,4
62990,37000000,"british,japanese",-1,Near Party Hub,29-04-2010,87.2,Not Specific,72,1,1,1,1,0,2,Bar,90's,3,0,2,5,5,4,7,10,4,NA,NA,NA,5,6,3,7,4
62991,32500000,"indian,irish",Chennai,Near Business Hub,20-08-2009,74.6,Not Specific,83.75,1,1,1,0,1,2,Bar,Arabian,3,1,7,3,3,3,6,7,3,NA,NA,NA,6,7,3,3,7
62992,30000000,"indian,irish",Noida,Near Party Hub,09-01-2012,85,Tier A Celebrity,84,1,1,0,1,0,2,Bar,90's,3,0,4,5,5,5,7,7,4,NA,3,NA,7,7,3,2,5
62993,28000000,"chinese,salvadorian",Gurgaon,Near Party Hub,10-01-2012,77,Tier A Celebrity,68,1,1,1,0,1,2,Bar,Arabian,2,0,5,4,6,4,7,7,4,NA,3,NA,2,4,3,8,6
62994,24000000,"turkish,sapnish",Gurgaon,Near Party Hub,16-11-2006,60,Not Specific,50,1,1,0,1,0,2,Bar,Arabian,2,0,6,2,3,4,6,6,2,NA,NA,NA,3,2,4,3,5
62995,44000000,"indian,irish",Hyderabad,Near Business Hub,26-01-2009,87,Not Specific,94,1,1,1,1,1,2,Bar,Greek,3,1,5,5,6,6,5,10,NA,3,NA,NA,4,8,3,1,7
62996,15000000,"british,japanese",Bangalore,Near Business Hub,15-06-2011,82.46,Not Specific,71,1,1,1,1,1,2,Bar,Parsi,2,0,1,5,4,4,10,7,5,2,NA,NA,8,8,4,3,6
62997,11000000,"welsh,thai",Gurgaon,Near Party Hub,07-07-2010,66.6,Not Specific,70,1,1,1,1,1,2,Bar,90's,2,0,4,3,4,4,9,7,3,NA,NA,NA,5,2,2,3,1
62998,6000000,"tibetan,italian",Noida,Near Party Hub,11-11-2012,74.5,Tier A Celebrity,62,1,1,0,1,1,2,Bar,Nature,2,0,2,6,4,5,5,8,NA,NA,NA,3,7,8,4,5,7
62999,40000000,"tibetan,italian",Bangalore,Near Business Hub,05-08-2006,71,Tier A Celebrity,72,1,1,1,1,1,2,Caffee,Arabian,3,0,3,3,3,4,10,10,4,NA,NA,NA,9,10,8,3,8
63000,40000000,"indian,irish",Noida,Near Party Hub,16-05-2011,67.5,Not Specific,80.4,1,1,1,1,1,2,Bar,90's,3,0,10,6,5,6,6,9,5,NA,5,NA,6,9,6,1,7
63001,10000000,"swedish,greek",Coimbatore,Near Business Hub,02-11-2009,85,Not Specific,73,0,1,0,1,1,2,Bar,Greek,3,0,8,3,4,3,7,6,3,2,NA,NA,6,9,0,2,5
63002,29500000,"indian,irish",Hyderabad,Near Party Hub,14-12-2009,72,Not Specific,60,1,1,0,1,1,2,Bar,Arabian,2,1,6,4,3,2,7,NA,NA,NA,NA,NA,10,8,8,3,7
63003,24000000,"british,japanese",Bangalore,Near Business Hub,07-12-2010,72.8,Tier A Celebrity,65.6,0,1,1,1,0,2,Bar,Greek,3,0,10,5,4,3,10,6,3,2,NA,NA,9,8,6,1,8
63004,20500000,"british,japanese",Noida,Near Party Hub,24-07-2009,60,Not Specific,60,0,1,1,1,1,2,Bar,Arabian,2,0,1,4,4,3,5,7,3,NA,NA,NA,5,3,5,4,3
63005,10000000,"tibetan,greek",Bhopal,Near Party Hub,16-09-2009,72.6,Not Specific,77.7,1,1,1,0,1,2,Bar,90's,3,0,1,2,4,3,10,9,5,NA,NA,NA,8,7,5,7,7
63006,20000000,"polish,jewish",Ludhiana,Near Party Hub,06-12-2009,73,Not Specific,59,1,1,1,0,1,2,Bar,Nature,3,0,1,2,5,5,6,9,3,NA,NA,5,6,6,4,2,6
63007,30000000,"welsh,thai",Chennai,Near Party Hub,05-12-2007,76.7,Not Specific,80,0,1,1,1,0,2,Bar,Arabian,3,1,5,4,4,5,6,7,3,NA,NA,NA,9,5,5,1,8
63008,31500000,"chinese,salvadorian",Bengaluru,Near Business Hub,30-06-2012,85.76,Not Specific,83.83,1,1,1,1,0,2,Bar,Arabian,3,1,7,5,6,5,8,9,6,NA,NA,NA,3,4,1,3,3
63009,38000000,"british,japanese",Indore,Near Party Hub,05-11-2010,80.8,Tier A Celebrity,70.4,1,1,1,1,1,2,Bar,Arabian,2,0,5,4,4,5,7,10,4,NA,NA,NA,10,7,3,0,5
63010,24000000,"turkish,nigerian",Noida,Near Party Hub,10-07-2011,76,Tier A Celebrity,63,1,1,1,0,1,2,Bar,Arabian,2,0,7,6,6,6,6,8,5,NA,3,NA,6,10,6,0,9
63011,72000000,"turkish,nigerian",patna,Near Party Hub,12-11-2004,82,Tier A Celebrity,75,1,1,1,1,1,1,Bar,Molino,4,0,5,5,3,6,10,7,4,NA,NA,NA,8,6,5,3,8
63012,9000000,"algerian,algerian",Bangalore,Near Party Hub,11-06-2007,90.24,Not Specific,81.5,1,1,0,1,0,2,Gastro Bar,Greek,4,0,6,4,4,4,9,9,4,4,NA,NA,7,8,7,2,8
63013,30000000,"algerian,belgian",Hyderabad,Near Party Hub,01-06-2011,74,Tier A Celebrity,69,0,1,1,1,1,2,Bar,Greek,2,0,1,7,7,6,7,9,4,NA,NA,NA,6,8,5,4,8
63014,17500000,"nigerian,cajun",Gurgaon,Near Party Hub,22-12-2009,68.3,Not Specific,81.3,0,1,1,1,1,2,Bar,Parsi,3,0,9,3,4,5,5,9,NA,4,NA,NA,7,6,3,4,7
63015,10000000,"irish,belgian",Kolkata,Near Party Hub,28-03-2008,75.62,Not Specific,,1,1,1,1,1,2,Caffee,Arabian,4,1,7,3,5,6,6,9,5,NA,NA,NA,6,9,5,3,6
63016,19000000,"british,japanese",Noida,Near Party Hub,29-12-2009,73,Tier A Celebrity,76.2,1,1,1,1,1,2,Bar,Greek,2,0,5,4,2,3,8,7,3,2,NA,NA,4,0,3,2,2
63017,43500000,"tibetan,greek",Gurgaon,Near Party Hub,07-05-2007,82.8,Not Specific,80.4,1,1,1,1,1,1,Bar,Greek,4,0,10,4,5,5,10,9,NA,4,NA,NA,6,4,2,2,6
63018,5000000,"turkish,sapnish",Secunderabad,Near Business Hub,21-06-2007,78,Not Specific,82,1,1,1,0,1,2,Bar,Greek,2,0,7,4,4,4,7,6,3,1,NA,NA,7,8,4,2,8
63019,14500000,"welsh,thai",New Delhi,Near Party Hub,10-07-2007,54.8,Not Specific,61.6,1,1,1,1,1,2,Caffee,Arabian,3,0,9,4,6,7,8,9,6,NA,NA,NA,7,6,2,1,6
63020,20000000,"algerian,algerian",Gurgaon,Near Business Hub,30-08-2010,72.8,Tier A Celebrity,63,1,1,1,1,1,2,Caffee,Arabian,3,1,2,5,5,6,5,8,5,NA,3,NA,7,6,4,1,8
63021,25000000,"hawaiian,latvian",Meerut,Near Business Hub,02-04-2010,68,Not Specific,64,0,1,0,1,0,2,Bar,90's,3,0,4,4,3,3,9,8,3,NA,NA,NA,8,8,6,6,8
63022,50000000,"tibetan,greek",Gurgaon,Near Business Hub,10-03-2008,93.6,Tier A Celebrity,86.4,1,1,1,1,1,2,Bar,Arabian,3,0,10,6,6,5,5,10,4,NA,NA,NA,5,7,4,3,5
63023,32500000,"tibetan,italian",Kolkata,Near Party Hub,11-08-2010,90.4,Tier A Celebrity,89.8,1,1,1,1,0,2,Bar,Arabian,4,1,4,6,5,6,5,9,6,NA,5,NA,7,8,2,2,5
63024,23000000,"tibetan,greek",Jaipur,Near Party Hub,21-06-2012,92.5,Not Specific,77.6,1,1,1,0,0,2,Bar,Arabian,3,0,6,4,5,6,5,9,6,NA,5,NA,7,7,4,1,7
63025,24500000,"indian,irish",Gurgaon,Near Party Hub,07-09-2010,82.2,Tier A Celebrity,82.4,1,1,0,1,1,2,Bar,Nature,3,0,9,5,5,5,6,10,NA,NA,NA,4,8,9,4,1,7
63026,24000000,"turkish,nigerian",-1,Near Party Hub,16-05-2011,82.2,Tier A Celebrity,69.8,1,1,1,1,1,2,Bar,Greek,2,0,5,5,5,6,7,7,NA,2,NA,NA,4,7,7,7,6
63027,16000000,"turkish,sapnish",Chandigarh,Near Business Hub,11-07-2008,78,Tier A Celebrity,66.67,0,1,1,1,1,2,Caffee,Arabian,2,1,8,3,4,3,6,7,4,NA,3,NA,4,6,4,1,8
63028,32500000,"tibetan,greek",Chennai,Near Business Hub,10-07-2010,73,Tier A Celebrity,76,1,1,1,1,1,2,Bar,Greek,3,1,7,5,4,6,5,8,NA,3,NA,NA,6,5,4,0,9
63029,10000000,"british,japanese",udaipur,Near Business Hub,18-01-2008,73.83,Not Specific,72,0,1,1,1,0,2,Caffee,Arabian,3,0,1,4,3,4,6,8,4,NA,NA,NA,5,8,5,5,5
63030,33500000,"tibetan,greek",Noida,Near Party Hub,10-05-2011,86.33,Tier A Celebrity,85.8,1,1,1,1,1,,Bar,Greek,3,1,2,5,5,7,9,9,5,5,NA,NA,6,6,5,4,6
63031,15000000,"tibetan,greek",hyderabad ,Near Party Hub,29-10-2010,70.3,Not Specific,89.1,0,1,1,1,1,2,Bar,Arabian,2,1,8,5,4,5,10,NA,NA,NA,NA,NA,5,7,5,0,4
63032,18000000,"algerian,belgian",New Delhi,Near Party Hub,19-05-2010,68.6,Tier A Celebrity,59.2,1,1,1,0,1,2,Bar,Greek,2,0,2,2,3,4,10,6,3,NA,NA,NA,9,9,7,0,8
63033,35000000,"tibetan,italian",Mumbai,Near Party Hub,30-09-2009,81.86,Not Specific,67.74,1,1,1,1,1,2,Bar,Parsi,3,0,2,4,4,5,10,8,5,3,NA,NA,7,8,5,6,6
63034,42000000,"algerian,belgian",-1,Near Party Hub,14-12-2008,56,Tier A Celebrity,62,0,1,1,1,0,2,Bar,Greek,2,0,4,3,4,5,8,9,2,4,NA,NA,8,5,5,3,7
63035,32500000,"tibetan,greek",Mumbai,Near Party Hub,22-10-2007,88,Not Specific,78,1,1,1,1,1,,Bar,Arabian,1,1,5,6,6,6,7,10,4,NA,NA,NA,4,5,3,4,5
63036,20000000,"algerian,korean",Noida,Near Business Hub,08-11-2008,68,Tier A Celebrity,74,1,1,1,1,1,2,Caffee,Arabian,3,0,3,3,5,5,10,10,4,NA,4,NA,6,5,6,5,7
63037,33500000,"polish,jewish",Pune,Near Business Hub,31-03-2011,86.8,Not Specific,91.7,1,1,1,1,1,2,Bar,Greek,3,1,2,6,5,7,6,10,NA,3,NA,NA,8,8,4,2,5
63038,24000000,"tibetan,greek",Noida,Near Party Hub,12-03-2010,65,Not Specific,61,1,1,1,1,1,2,Bar,Arabian,2,0,1,4,4,6,7,10,4,NA,NA,NA,7,8,8,2,9
63039,25000000,"cuban,british",Jodhpur,Near Party Hub,28-08-2008,55.5,Not Specific,59.38,1,1,1,1,1,2,Bar,Arabian,2,0,5,4,4,5,6,9,5,NA,NA,NA,6,9,2,3,7
63040,36000000,"british,japanese",-1,Near Party Hub,02-07-2012,78,Tier A Celebrity,73.4,0,1,1,1,0,2,Bar,Arabian,2,1,1,8,6,7,10,9,7,NA,6,NA,9,8,6,1,5
63041,18000000,"irish,belgian",Sahibabad,Near Party Hub,13-06-2008,84.8,Tier A Celebrity,85.8,1,1,1,1,1,2,Bar,Greek,2,1,7,4,6,6,7,7,4,2,NA,NA,7,6,2,6,6
63042,15000000,"chinese,salvadorian",Ghaziabad,Near Party Hub,27-07-2009,71.17,Not Specific,61.2,0,1,1,1,1,2,Bar,Greek,2,0,5,3,5,6,5,7,3,2,NA,NA,6,7,5,4,6
63043,9500000,"algerian,korean",Faridabad,Near Party Hub,06-07-2011,59,Tier A Celebrity,55,1,1,1,1,0,2,Bar,Nature,2,0,6,3,4,3,5,7,NA,NA,NA,3,0,6,5,7,7
63044,22500000,"turkish,nigerian",-1,Near Party Hub,18-09-2011,87,Tier A Celebrity,76.8,1,1,0,1,1,2,Bar,Greek,2,0,1,7,6,5,7,9,NA,NA,NA,NA,6,6,4,5,3
63045,42000000,"chinese,salvadorian",Neemrana,Near Party Hub,24-05-2008,58.5,Not Specific,67.4,0,1,1,1,1,2,Bar,Greek,3,0,9,4,5,6,5,9,4,4,NA,NA,4,7,6,1,7
63046,26000000,"cuban,british",Gurgaon,Near Party Hub,05-10-2009,77.6,Tier A Celebrity,72.6,1,1,1,1,1,2,Bar,Arabian,2,0,3,4,6,7,6,9,5,NA,NA,NA,,6,2,8,7
63047,36000000,"tibetan,greek",Bangalore,Near Party Hub,29-09-2009,83.66,Not Specific,93.9,1,1,1,1,1,2,Bar,Arabian,3,1,7,4,6,7,10,9,5,NA,NA,NA,9,8,4,2,7
63048,20500000,"welsh,thai",Chennai,Near Party Hub,04-03-2012,89.4,Not Specific,94.5,1,1,1,1,0,2,Bar,Arabian,3,0,6,4,4,4,5,6,3,NA,2,NA,10,10,2,0,9
63049,35000000,"tibetan,greek",-1,Near Party Hub,14-01-2011,91.68,Not Specific,69.16,0,1,0,1,0,2,Bar,90's,2,1,7,5,6,5,6,9,6,NA,NA,NA,5,7,6,2,6
63050,50000000,"turkish,nigerian",-1,Near Party Hub,07-01-2008,69.3,Not Specific,89.6,1,1,0,1,1,2,Caffee,Arabian,3,0,3,4,4,5,8,10,4,NA,NA,NA,6,7,6,3,4
63051,33500000,"hawaiian,latvian",-1,Near Party Hub,13-07-2010,81.6,Tier A Celebrity,76.4,0,1,1,1,1,2,Bar,Chinese,3,0,3,4,5,7,10,7,NA,NA,NA,NA,4,7,5,2,6
63052,33500000,"tibetan,greek",Chennai,Near Party Hub,11-08-2010,89.9,Not Specific,90.1,1,1,1,1,1,2,Bar,Arabian,3,1,9,5,4,5,8,8,4,NA,NA,NA,8,8,2,1,6
63053,18000000,"tibetan,greek",Noida,Near Party Hub,19-06-2011,84,Tier A Celebrity,81,0,1,1,1,1,2,Bar,Arabian,3,0,4,7,5,5,7,9,4,NA,5,NA,6,8,4,2,4
63054,18000000,"hawaiian,latvian",Jaipur,Near Party Hub,02-01-2010,77.2,Tier A Celebrity,79.8,1,1,1,1,1,1,Bar,Arabian,3,0,10,4,4,5,7,8,3,NA,NA,NA,6,6,4,5,6
63055,30000000,"algerian,belgian",Bangalore,Near Party Hub,15-02-2011,86.4,Tier A Celebrity,95.8,0,1,1,1,1,2,Bar,Greek,4,1,1,4,6,7,8,7,NA,3,NA,NA,7,5,4,2,2
